Title,Price,Depreciation/Yr,Registration Date,Engine Capacity,Mileage/Km,Vehicle Type
Mazda 6 2.0A Executive,"$50,800","$17,030 /yr",22-Apr-2016,"1,998 cc","81,400 km",Luxury
Ferrari F430 F1 Spider (COE till 06/2030),"$348,888","$54,140 /yr",03-Jun-2010,"4,308 cc","55,500 km",Sports
BMW X1 sDrive20i,"$76,800","$19,380 /yr",25-Nov-2016,"1,998 cc","84,000 km",SUV
Volkswagen Jetta 1.4A TSI Trendline,"$32,888","$14,190 /yr",01-Sep-2015,"1,390 cc","87,246 km",Sedan
Land Rover Range Rover Evoque Mild Hybrid 2.0A R-Dynamic SE Sunroof,"$245,800","$24,960 /yr",07-Oct-2022,"1,997 cc","35,000 km",SUV
Audi A5 Sportback 2.0A TFSI S-tronic Design,"$99,000","$22,290 /yr",22-Jun-2017,"1,984 cc","67,500 km",Luxury
Honda HR-V 1.5A DX,"$33,800","$15,520 /yr",02-Jul-2015,"1,497 cc","111,500 km",SUV
Ferrari F430 F1 (COE till 02/2027),"$399,800","$128,570 /yr",02-Feb-2007,"4,308 cc","42,500 km",Sports
Hyundai Avante 1.6A GLS Elite,"$98,800","$13,480 /yr",12-Aug-2020,"1,591 cc","64,000 km",Sedan
Mercedes-Benz E-Class E200 CGI Avantgarde (COE till 08/2030),"$89,800","$13,530 /yr",13-Aug-2010,"1,796 cc","178,000 km",Luxury
Maserati Ghibli 3.0A,"$106,800","$25,600 /yr",23-Nov-2015,"2,979 cc","140,000 km",Luxury
Mercedes-Benz A-Class Saloon A180 Progressive,"$149,800","$18,120 /yr",30-Mar-2021,"1,332 cc","79,000 km",Luxury
Volkswagen Golf GTI 5DR (COE till 04/2031),"$96,800","$13,160 /yr",17-Jun-2011,"1,984 cc","115,000 km",Sports
Ferrari California 4.3A (COE till 06/2032),"$369,800","$43,390 /yr",28-Jul-2012,"4,297 cc","20,000 km",Sports
Honda Acty (New 5-yr COE),"$50,888","$10,170 /yr",30-Jan-2009,656 cc,-,Van
Mercedes-Benz A-Class A180 Style,"$67,800","$18,140 /yr",28-Feb-2017,"1,595 cc","74,000 km",Hatchback
Honda Stream 1.8A RSZ (COE till 03/2024),"$4,980",N.A,16-Oct-2009,"1,799 cc","100,000 km",MPV
Hyundai Avante 1.6A S,"$138,800","$15,120 /yr",28-Dec-2022,"1,598 cc","17,000 km",Sedan
Toyota Hiace Commuter 3.0A (New 5-yr COE),"$76,800","$15,340 /yr",12-Mar-2014,"2,982 cc",-,Bus
Toyota Sienta 1.5A Elegance,"$95,000","$15,960 /yr",30-Apr-2019,"1,496 cc","64,000 km",MPV
Honda Vezel 1.5A X,"$86,800","$15,150 /yr",29-Mar-2019,"1,496 cc","91,000 km",SUV
Opel Crossland 1.2A X Turbo,"$65,800","$12,680 /yr",25-Apr-2018,"1,199 cc","73,200 km",SUV
Porsche Boxster 2.7A Tip (COE till 04/2029),"$79,800","$14,910 /yr",01-Jun-2001,"2,687 cc","188,000 km",Sports
Toyota Townace 1.5M (COE till 04/2024),"$5,800",N.A,28-May-2009,"1,495 cc","100,000 km",Van
BMW 8 Series 840i Gran Coupe M-Sport,"$362,800",N.A,09-Mar-2023,"2,998 cc","23,000 km",Sports
BMW X1 sDrive18i,"$89,800","$20,830 /yr",14-Jul-2017,"1,499 cc","111,298 km",SUV
Mercedes-Benz GLS-Class GLS400 AMG Line 4MATIC,"$252,800","$37,940 /yr",25-Oct-2018,"2,996 cc","54,000 km",SUV
Mazda 3 1.5A Deluxe Sunroof,"$41,999","$13,710 /yr",13-Jul-2016,"1,496 cc","90,000 km",Sedan
Volkswagen Golf 1.4A TSI,"$14,888","$22,840 /yr",10-Jul-2014,"1,395 cc","113,600 km",Hatchback
Toyota Hiace 2.0A,"$88,800","$11,290 /yr",03-Nov-2021,"1,998 cc",-,Van
Hyundai Avante 1.6A S (COE till 03/2024),"$4,800",N.A,12-Mar-2009,"1,591 cc","100,000 km",Sedan
Mercedes-Benz E-Class E250 Avantgarde,"$157,800","$23,990 /yr",07-Dec-2018,"1,991 cc","103,000 km",Luxury
Toyota Harrier 2.0A Premium Panoramic Roof,"$57,800","$21,110 /yr",14-Jan-2016,"1,986 cc","80,000 km",SUV
Subaru Forester 2.0A XT Sunroof,"$64,800","$17,260 /yr",06-Mar-2017,"1,998 cc","133,000 km",SUV
Volvo S60 T5,"$30,500","$14,540 /yr",08-May-2015,"1,969 cc","96,900 km",Luxury
Mitsubishi Lancer EX 2.0A GLS (COE till 01/2029),"$59,800","$11,700 /yr",13-Feb-2009,"1,998 cc","180,000 km",Sedan
Lexus NX Hybrid NX300h Luxury,"$193,800","$23,850 /yr",09-Sep-2020,"2,494 cc","42,000 km",SUV
Volkswagen Transporter T6 2.0A,"$60,800","$10,560 /yr",25-Sep-2019,"1,968 cc",-,Van
Kia Cerato 1.6A (COE till 02/2024),"$2,800",N.A,25-Feb-2009,0 cc,-,Sedan
Mercedes-Benz GLB-Class GLB200 AMG Line Premium,"$201,800","$25,050 /yr",10-Dec-2020,"1,332 cc","41,550 km",SUV
BMW X4 M40i Mild Hybrid M-Sport,"$358,800","$29,960 /yr",12-Jul-2023,"2,998 cc","8,000 km",SUV
Mitsubishi ASX 2.0A,"$52,800","$14,330 /yr",18-Jan-2017,"1,998 cc","80,000 km",SUV
Mercedes-Benz C-Class C180K (COE till 07/2031),"$95,800","$12,680 /yr",14-Jul-2011,"1,597 cc","175,000 km",Luxury
Hyundai Avante 1.6A GLS S,"$83,999","$13,770 /yr",19-Jul-2019,"1,591 cc","45,000 km",Sedan
Mercedes-Benz S-Class S300L (COE till 09/2028),"$69,800","$14,630 /yr",22-Dec-2008,"2,997 cc",-,Luxury
Toyota Sienta Hybrid 1.5A X,"$145,888","$14,350 /yr",19-Dec-2023,"1,490 cc",30 km,MPV
Toyota Dyna 150 2.8M,"$120,000","$12,030 /yr",12-Dec-2023,"2,755 cc",38 km,Truck
Toyota Corolla Altis 1.6A Elegance,"$41,800","$15,890 /yr",29-Dec-2015,"1,598 cc","113,000 km",Sedan
Audi A5 Sportback 2.0A TFSI S-tronic Design,"$129,800","$20,690 /yr",29-Jan-2019,"1,984 cc",-,Luxury
Hyundai Venue 1.6A GLS,"$94,800","$12,890 /yr",28-Sep-2020,"1,598 cc","58,100 km",SUV
Opel Astra Sports Tourer 1.0A Turbo,"$53,800","$14,260 /yr",27-Jul-2017,999 cc,"134,000 km",Stationwagon
Kia Niro Hybrid 1.6A GDi DCT,"$112,800","$15,440 /yr",09-Sep-2020,"1,580 cc","35,000 km",SUV
Porsche Macan 2.0A PDK,"$186,800","$36,060 /yr",18-Dec-2017,"1,984 cc","21,843 km",SUV
Mercedes-Benz E-Class E180 Avantgarde,"$162,800","$21,380 /yr",05-Apr-2020,"1,497 cc","63,700 km",Luxury
Subaru Forester 2.0A XT Sunroof,"$76,800","$17,350 /yr",08-Dec-2017,"1,998 cc","91,568 km",SUV
Mazda 6 2.5A Premium Sunroof,"$69,800","$15,490 /yr",21-Jul-2017,"2,488 cc","80,700 km",Luxury
Toyota Sienta 1.5A Elegance,"$91,800","$14,950 /yr",20-Jun-2019,"1,496 cc","50,890 km",MPV
Opel Astra 1.0A Turbo,"$49,500","$13,770 /yr",24-May-2017,999 cc,"110,000 km",Hatchback
Honda HR-V 1.5A DX,"$74,000","$15,280 /yr",15-Mar-2018,"1,496 cc","38,000 km",SUV
BMW 2 Series 216i Gran Coupe Sport,"$155,800","$16,230 /yr",31-Oct-2022,"1,499 cc","6,000 km",Luxury
Volkswagen Jetta GP 1.4A TSI Highline,"$44,800","$12,750 /yr",30-Aug-2016,"1,390 cc","112,000 km",Sedan
Toyota Harrier 2.0A Premium Panoramic Roof,"$46,800","$20,430 /yr",10-Jul-2015,"1,986 cc","98,960 km",SUV
Honda Vezel Hybrid 1.5A X,"$56,800","$14,960 /yr",11-Aug-2017,"1,496 cc","101,256 km",SUV
Citroen Grand C4 Picasso Diesel 1.6A BlueHDi Panoramic Roof,"$46,800","$15,570 /yr",25-Jul-2016,"1,560 cc",-,MPV
Volkswagen Jetta GP 1.4A TSI Highline,"$46,999","$14,860 /yr",25-May-2016,"1,390 cc","103,000 km",Sedan
Opel Astra Sports Tourer 1.0A IntelliLux LED,"$54,800","$13,240 /yr",21-Nov-2017,999 cc,"160,000 km",Hatchback
Toyota Allion 1.5A (COE till 04/2029),"$60,800","$11,360 /yr",26-May-2009,"1,496 cc","110,000 km",Sedan
Suzuki Ignis Mild Hybrid 1.2A GLX,"$97,800","$11,570 /yr",10-Sep-2021,"1,197 cc","32,100 km",Hatchback
Honda City 1.5A SV,"$66,800","$13,860 /yr",05-Mar-2018,"1,497 cc","57,400 km",Sedan
Volkswagen Golf 1.4A TSI,"$9,888",N.A,12-Feb-2014,"1,395 cc",-,Hatchback
Audi A4 2.0A TFSI S-tronic,"$120,999","$20,310 /yr",20-Dec-2018,"1,984 cc","47,500 km",Luxury
Nissan Pulsar 1.2A DIG-T,"$48,800","$13,870 /yr",24-Mar-2017,"1,197 cc",-,Hatchback
Volkswagen Touareg Diesel 3.0A TDI,"$80,888","$26,260 /yr",03-Mar-2015,"2,967 cc","103,000 km",SUV
Toyota Wish 1.8A X (COE till 06/2026),"$36,800","$14,840 /yr",17-Jun-2011,"1,798 cc",-,MPV
Honda Freed Hybrid 1.5A G Honda Sensing,"$114,800","$17,900 /yr",30-Oct-2019,"1,496 cc","80,000 km",MPV
Honda N-Van Turbo Style Fun Honda Sensing,"$90,888","$9,100 /yr",19-Dec-2023,658 cc,-,Van
Nissan Qashqai 1.2A DIG-T Premium,"$32,800","$12,540 /yr",22-Jan-2016,"1,197 cc","83,337 km",SUV
Toyota Dyna 150 3.0M (COE till 12/2026),"$29,800","$9,980 /yr",19-Dec-2006,"2,982 cc",-,Truck
BMW 3 Series 318i M-Sport,"$196,800","$20,960 /yr",08-Feb-2022,"1,998 cc","30,000 km",Sports
BMW 4 Series 420i Gran Coupe M-Sport,"$131,800","$21,850 /yr",21-Sep-2018,"1,998 cc","85,000 km",Luxury
Porsche Cayenne 3.0A Tip,"$305,800","$41,000 /yr",31-Oct-2019,"2,995 cc","77,500 km",SUV
Hyundai Avante 1.6A GLS S (OPC),"$85,800","$11,750 /yr",21-Aug-2020,"1,591 cc","25,000 km",Sedan
Volkswagen Golf 1.4A TSI Highline,"$99,800","$15,550 /yr",11-Jul-2019,"1,395 cc","41,000 km",Hatchback
Toyota Dyna 150 3.0M (New 5-yr COE),"$57,800","$11,550 /yr",21-Apr-2014,"2,982 cc",-,Truck
Audi SQ5 3.0A TFSI Quattro,"$160,800","$30,370 /yr",28-Nov-2017,"2,995 cc","74,000 km",SUV
Toyota Dyna 150 3.0M (COE till 07/2028),"$52,800","$11,570 /yr",16-Jul-2013,"2,982 cc",-,Truck
Toyota Coaster,"$201,000","$20,120 /yr",18-Dec-2023,"4,009 cc",-,Bus
Hyundai Elantra 1.6A GLS S,"$73,800","$13,880 /yr",03-Nov-2018,"1,591 cc","51,380 km",Sedan
Nissan NV200 1.6A,"$72,800","$9,270 /yr",30-Oct-2021,"1,598 cc",-,Van
Mitsubishi Attrage 1.2A,"$75,800","$11,850 /yr",28-Feb-2020,"1,193 cc",-,Sedan
Toyota Camry Hybrid 2.5A G,"$109,800","$19,010 /yr",06-Dec-2018,"2,487 cc","52,000 km",Luxury
Toyota 86 2.0M High Grade (COE till 03/2032),"$140,800","$17,020 /yr",18-Jul-2012,"1,998 cc","100,000 km",Sports
Maserati Gransport 4.2A (COE till 11/2027),"$80,800","$20,520 /yr",18-Dec-2007,"4,244 cc","120,000 km",Sports
Renault Grand Scenic Diesel 1.5A dCi Sunroof,"$19,800","$19,170 /yr",31-Jul-2014,"1,461 cc",-,MPV
Mercedes-Benz Citan 109 CDI Van Extra-Long 2 Seaters,"$19,800","$23,540 /yr",27-Oct-2014,"1,461 cc",-,Van
Honda Civic 1.8M VTi-S (COE till 11/2029),"$74,800","$12,590 /yr",29-Dec-2009,"1,799 cc",-,Sedan
BMW X3 Mild Hybrid xDrive30i M-Sport,"$297,800","$27,080 /yr",24-May-2023,"1,998 cc","6,000 km",SUV
Honda City 1.5A SV,"$20,800","$14,930 /yr",16-Feb-2015,"1,497 cc","120,000 km",Sedan
BMW 5 Series 520i,"$115,700","$20,910 /yr",08-Feb-2018,"1,998 cc","63,000 km",Luxury
Toyota Camry Hybrid 2.5A Standard,"$177,800","$18,740 /yr",22-Dec-2022,"2,487 cc","15,374 km",Luxury
Kia Cerato K3 1.6A,"$52,300","$13,800 /yr",02-May-2017,"1,591 cc","88,910 km",Sedan
Mazda 2 HB 1.5M R (COE till 11/2028),"$39,800","$8,140 /yr",12-Nov-2008,"1,498 cc",-,Hatchback
Nissan NV350 2.5A,"$21,800","$14,490 /yr",26-Jun-2015,"2,488 cc",-,Van
Nissan Serena e-POWER Hybrid 1.2A Highway Star Premium,"$162,800","$22,280 /yr",30-Sep-2020,"1,198 cc","37,500 km",MPV
Kia Sorento Diesel 2.2A CRDi Sunroof,"$99,800","$18,820 /yr",19-Jun-2018,"2,199 cc","90,000 km",SUV
Honda Freed Hybrid 1.5A G 7-Seater,"$91,800","$16,820 /yr",23-Nov-2018,"1,496 cc","103,000 km",MPV
Honda Shuttle 1.5A G,"$46,800","$15,520 /yr",08-Sep-2016,"1,496 cc","92,000 km",Stationwagon
Hyundai Elantra 1.6A GLS,"$66,800","$12,780 /yr",11-Oct-2018,"1,591 cc","70,000 km",Sedan
Nissan Teana 2.5A,"$49,300","$13,910 /yr",04-Jun-2016,"2,488 cc","147,173 km",Luxury
Toyota Dyna 150 3.0M (New 5-yr COE),"$58,800","$11,750 /yr",30-Oct-2013,"2,982 cc",-,Truck
Hyundai Veloster 1.6A GDi Turbo Sunroof,"$42,800","$15,770 /yr",14-Jan-2016,"1,591 cc","105,000 km",Hatchback
Honda Freed Hybrid 1.5A G 7-Seater Honda Sensing,"$90,800","$16,960 /yr",03-Oct-2018,"1,496 cc","93,600 km",MPV
Subaru WRX STI 2.5M,"$84,800","$29,260 /yr",11-Apr-2016,"2,457 cc","130,000 km",Sports
Mercedes-Benz C-Class C180 CGI (COE till 04/2030),"$77,800","$12,370 /yr",07-Apr-2010,"1,796 cc","166,800 km",Luxury
Honda City 1.5A SV,"$75,800","$13,400 /yr",20-Dec-2018,"1,497 cc","95,000 km",Sedan
Suzuki Swift 1.5A GL (COE till 04/2025),"$20,800","$15,880 /yr",16-Apr-2010,"1,490 cc",-,Hatchback
Volvo S60 T2,"$85,800","$16,120 /yr",11-Jun-2018,"1,498 cc","110,000 km",Luxury
Honda Vezel Hybrid 1.5A Z,"$37,800","$17,680 /yr",17-Sep-2015,"1,496 cc","93,100 km",SUV
Mitsubishi Fuso Canter FEB21,"$35,800","$18,330 /yr",07-Dec-2015,"2,998 cc",-,Truck
Toyota Camry 2.5A,"$139,900","$17,330 /yr",25-Nov-2020,"2,487 cc","48,500 km",Luxury
Ssangyong Actyon Sports Double-Cab 2.0A (New 5-yr COE),"$62,800","$12,550 /yr",31-Dec-2013,"1,998 cc","100,000 km",Truck
BMW X3 sDrive20i,"$128,000","$22,360 /yr",01-Aug-2018,"1,998 cc","130,251 km",SUV
Volvo XC60 T6 R-Design Panoramic Roof,"$170,800","$25,810 /yr",27-Jun-2019,"1,969 cc","45,400 km",SUV
Toyota Estima 2.4A Aeras (COE till 04/2027),"$47,800","$14,270 /yr",04-May-2007,"2,362 cc","176,000 km",MPV
Porsche Cayenne 3.2A (COE till 01/2029),"$69,800","$13,530 /yr",23-Jan-2009,"3,189 cc","131,238 km",SUV
BMW 3 Series 318i Luxury,"$99,500","$18,720 /yr",28-Mar-2018,"1,499 cc","111,051 km",Luxury
Toyota Corolla Altis 1.6A,"$23,800","$22,540 /yr",24-Sep-2014,"1,598 cc",-,Sedan
Audi SQ5 Sportback 3.0A TFSI Quattro Tip,"$389,000","$35,850 /yr",31-May-2023,"2,995 cc","13,000 km",SUV
Mercedes-Benz GLC-Class GLC300 Mild Hybrid AMG Line,"$302,800","$26,870 /yr",18-Dec-2023,"1,991 cc",53 km,SUV
Nissan Sylphy 1.6A,"$74,800","$13,520 /yr",29-Nov-2018,"1,598 cc","68,000 km",Sedan
Hyundai Tucson 1.6A GLS T-GDi DCT Turbo,"$75,800","$18,170 /yr",14-Jul-2017,"1,591 cc","90,000 km",SUV
Hyundai Avante 1.6A S (COE till 09/2025),"$20,800","$11,750 /yr",06-Nov-2010,"1,591 cc","170,000 km",Sedan
Toyota Dyna 150 3.0M,"$27,800","$18,790 /yr",17-Jun-2015,"2,982 cc",-,Truck
Mercedes-Benz S-Class S350L Sunroof (COE till 07/2028),"$57,800","$12,560 /yr",31-Jul-2008,"3,498 cc","153,000 km",Luxury
Suzuki APV 1.6A (COE till 07/2030),"$68,800","$10,420 /yr",28-Sep-2010,"1,590 cc","162,000 km",MPV
McLaren 12C (COE till 03/2032),"$385,000","$46,530 /yr",03-Apr-2012,"3,798 cc","53,124 km",Sports
Toyota Alphard 2.5A X Moonroof,"$177,800","$28,590 /yr",16-May-2019,"2,493 cc","56,000 km",MPV
Honda Shuttle 1.5A G Honda Sensing,"$119,800","$13,570 /yr",10-Aug-2022,"1,496 cc",-,Stationwagon
Peugeot 3008 Diesel 1.6A BlueHDi,"$36,800","$12,980 /yr",26-Apr-2016,"1,560 cc","76,000 km",SUV
Lexus LS460 MR (COE till 05/2027),"$44,800","$13,040 /yr",15-Jun-2007,"4,608 cc","93,000 km",Luxury
Toyota Estima 2.4A (COE till 07/2026),"$36,800","$14,230 /yr",26-Jul-2006,"2,362 cc","145,000 km",MPV
Mazda 3 1.5A Sunroof,"$36,800","$16,010 /yr",17-Nov-2015,"1,496 cc",-,Sedan
Honda Odyssey 2.4A EXV-S Sunroof,"$46,800","$20,780 /yr",06-Jul-2015,"2,356 cc","118,430 km",MPV
Lotus Emira 3.5M,"$588,888","$54,300 /yr",05-Apr-2023,"3,456 cc","6,000 km",Sports
Toyota Sienta Hybrid 1.5A X,"$122,800","$15,860 /yr",06-May-2021,"1,496 cc","28,000 km",MPV
Toyota Sienta Hybrid 1.5A G,"$75,800","$18,260 /yr",29-Dec-2017,"1,496 cc","82,000 km",MPV
Toyota Sienta Hybrid 1.5A X,"$120,800","$14,930 /yr",13-Sep-2021,"1,496 cc","30,000 km",MPV
Mazda 6 2.0A,"$39,800","$14,850 /yr",21-Dec-2015,"1,998 cc","154,000 km",Luxury
Rolls-Royce Ghost (COE till 04/2033),"$650,800","$69,560 /yr",13-May-2013,"6,592 cc","16,500 km",Luxury
Toyota Noah Hybrid 1.8A X,"$143,800","$22,510 /yr",25-Sep-2019,"1,797 cc","54,000 km",MPV
Honda Jazz 1.3A,"$65,800","$14,080 /yr",13-Jun-2018,"1,318 cc","149,561 km",Hatchback
Toyota Wish 1.8A,"$62,888","$17,590 /yr",27-Dec-2016,"1,798 cc","78,000 km",MPV
Hyundai Elantra 1.6A GLS,"$63,900","$14,870 /yr",16-Nov-2017,"1,591 cc","67,000 km",Sedan
Honda Vezel 1.5A X,"$42,000","$15,340 /yr",18-May-2016,"1,496 cc",-,SUV
Mercedes-Benz CLA-Class CLA180,"$61,800","$18,980 /yr",20-Jul-2016,"1,595 cc","89,903 km",Luxury
Toyota Hiace 3.0M,"$74,000","$11,090 /yr",26-Aug-2020,"2,982 cc",-,Van
Subaru Exiga 2.0A GT Moonroof (COE till 03/2024),"$6,800",N.A,15-Aug-2009,"1,994 cc",-,MPV
Mercedes-Benz SLK-Class SLK200K (COE till 08/2027),"$59,888","$16,440 /yr",16-Aug-2007,"1,796 cc","175,000 km",Sports
BMW X4 xDrive20i xLine,"$186,800","$26,920 /yr",31-Oct-2019,"1,998 cc","34,644 km",SUV
Mercedes-Benz GLC-Class GLC250 Coupe AMG Line,"$179,888","$28,920 /yr",23-Jan-2019,"1,991 cc","75,400 km",SUV
Peugeot e-2008 Electric GT,"$133,000","$15,020 /yr",31-Oct-2022,-,"23,000 km",SUV
Porsche Cayenne 3.0A Tip,"$298,800","$40,330 /yr",15-Aug-2019,"2,995 cc","40,000 km",SUV
Land Rover Range Rover Velar 2.0A R-Dynamic S Sunroof,"$388,800","$35,400 /yr",14-Jul-2023,"1,997 cc","9,000 km",SUV
Maserati GranCabrio 4.7A (COE till 01/2030),"$139,400","$22,820 /yr",06-May-2010,"4,691 cc","73,000 km",Sports
Land Rover Range Rover Velar 2.0A R-Dynamic S Sunroof,"$385,800","$34,990 /yr",26-Jul-2023,"1,997 cc","4,000 km",SUV
Honda Odyssey 2.4A EXV-S Sunroof,"$179,900","$22,460 /yr",19-Feb-2021,"2,356 cc","35,300 km",MPV
Land Rover Range Rover Sport Mild Hybrid 3.0A,"$419,800","$41,530 /yr",25-Aug-2022,"2,996 cc","23,500 km",SUV
Honda Fit 1.3A G (COE till 05/2028),"$48,800","$11,150 /yr",09-May-2008,"1,339 cc","150,000 km",Hatchback
Honda Civic 1.8A (COE till 06/2026),"$30,888","$12,270 /yr",13-Oct-2006,"1,799 cc","144,000 km",Sedan
Honda Odyssey 2.4A EX-S 8-Seater,"$54,800","$18,320 /yr",03-Mar-2016,"2,356 cc",-,MPV
Toyota Hiace 2.8A DX,"$93,800","$13,110 /yr",18-Feb-2021,"2,754 cc",-,Van
Toyota Hiace 2.8A DX,"$112,800","$16,260 /yr",30-Nov-2020,"2,754 cc","69,108 km",Van
Toyota Estima 2.4A Aeras Moonroof,"$107,800","$26,260 /yr",28-Apr-2017,"2,362 cc","135,000 km",MPV
Kia Sorento Diesel 2.2A CRDi Sunroof,"$135,800","$18,890 /yr",30-Mar-2020,"2,199 cc","39,828 km",SUV
Toyota Corolla Altis 1.6A Eco,"$64,800","$15,100 /yr",10-Oct-2017,"1,598 cc","120,000 km",Sedan
Kia Niro Hybrid 1.6A GDi DCT Sunroof,"$59,800","$16,060 /yr",19-Jul-2017,"1,580 cc","122,000 km",SUV
BMW 5 Series 535i Sunroof (COE till 01/2031),"$138,888","$19,540 /yr",29-Sep-2011,"2,979 cc","141,300 km",Luxury
Jaguar I-PACE Electric HSE,"$239,800","$36,010 /yr",15-Jan-2019,-,"51,000 km",SUV
BMW 3 Series 320i Highline,"$151,700","$21,350 /yr",25-Sep-2019,"1,998 cc","62,700 km",Luxury
Mazda 3 Mild Hybrid 1.5A Elegance Sunroof,"$102,800","$14,300 /yr",05-Aug-2020,"1,496 cc","92,000 km",Sedan
Ferrari F8 Tributo,"$1,230,000","$116,490 /yr",22-Mar-2022,"3,902 cc","7,000 km",Sports
Porsche Cayenne Turbo 4.8A Tip (COE till 09/2030),"$188,000","$27,760 /yr",08-Dec-2010,"4,806 cc","92,000 km",SUV
Lexus UX200 Luxury,"$154,800","$19,870 /yr",18-Aug-2020,"1,987 cc","55,170 km",SUV
Honda Odyssey 2.4A EXV-S Sunroof,"$125,800","$22,470 /yr",17-Oct-2018,"2,356 cc","54,250 km",MPV
Lexus ES250 Executive Sunroof,"$175,800","$21,880 /yr",26-Nov-2020,"2,487 cc","67,100 km",Luxury
Hyundai Elantra 1.6A GLS S,"$58,800","$14,690 /yr",19-Jul-2017,"1,591 cc","125,215 km",Sedan
MINI One 1.5A 5DR,"$85,800","$15,810 /yr",31-Oct-2018,"1,499 cc","61,388 km",Hatchback
Mercedes-Benz C-Class C180K (COE till 04/2029),"$68,000","$12,700 /yr",24-Jun-2009,"1,597 cc",-,Luxury
Lexus ES Hybrid ES300h Luxury Sunroof,"$49,800","$21,440 /yr",02-Apr-2015,"2,494 cc",-,Luxury
Honda Vezel 1.5A G Honda Sensing,"$119,800","$14,660 /yr",29-Oct-2021,"1,496 cc","38,000 km",SUV
Mazda 5 2.0A Sunroof,"$66,800","$15,430 /yr",28-Sep-2017,"1,998 cc","112,040 km",MPV
Porsche 911 Carrera Cabriolet 3.0A PDK,"$308,800","$75,260 /yr",22-Sep-2016,"2,981 cc","102,000 km",Sports
Mercedes-Benz E-Class E200 CGI (COE till 03/2029),"$69,800","$13,240 /yr",29-Oct-2009,"1,796 cc",-,Luxury
Hyundai Avante 1.6A GLS S,"$81,800","$13,770 /yr",23-May-2019,"1,591 cc",-,Sedan
Honda Vezel 1.5A X,"$52,800","$16,870 /yr",20-Oct-2016,"1,496 cc","79,717 km",SUV
BMW i7 xDrive60,"$679,888","$55,970 /yr",13-Jul-2023,-,"6,000 km",Luxury
Audi A6 1.8A TFSI Ultra,"$58,688","$17,910 /yr",29-Jan-2016,"1,798 cc",-,Luxury
Mazda 6 2.0A Executive,"$82,800","$15,560 /yr",27-Jul-2018,"1,998 cc","70,000 km",Luxury
Nissan Qashqai 1.2A DIG-T,"$42,800","$14,390 /yr",27-Jun-2016,"1,197 cc","125,000 km",SUV
Audi RS 4 4.2M (COE till 08/2027),"$118,000","$32,120 /yr",27-Aug-2007,"4,163 cc",-,Sports
Ford Focus 1.0A GTDI Titanium,"$58,800","$13,590 /yr",12-Oct-2017,999 cc,"109,300 km",Sedan
Mitsubishi Attrage 1.2A Sports,"$56,998","$11,880 /yr",25-Jul-2018,"1,193 cc","56,300 km",Sedan
Nissan Note 1.2A,"$27,400","$13,850 /yr",11-Aug-2015,"1,198 cc","66,200 km",Hatchback
BMW 3 Series 320i Highline,"$163,800","$22,080 /yr",21-Feb-2020,"1,998 cc","63,339 km",Luxury
Mitsubishi Attrage 1.2A,"$55,800","$12,070 /yr",24-May-2018,"1,193 cc","74,339 km",Sedan
Subaru XV 2.0i-S EyeSight,"$72,888","$14,610 /yr",21-May-2018,"1,995 cc","94,000 km",SUV
BMW X3 sDrive20i,"$96,800","$22,000 /yr",28-Jun-2017,"1,997 cc",-,SUV
Toyota Vellfire 2.4A Z Moonroof,"$48,000","$30,310 /yr",18-Nov-2014,"2,362 cc",-,MPV
MG ZS Electric Deluxe,"$128,800","$15,020 /yr",21-Jul-2022,-,"15,000 km",SUV
Toyota Camry 2.5A,"$47,000","$16,450 /yr",18-Nov-2015,"2,494 cc","93,800 km",Luxury
Bentley Continental GT Convertible 6.0A (COE till 04/2029),"$150,000","$27,860 /yr",27-Jul-2010,"5,998 cc","79,000 km",Sports
Honda Vezel Hybrid 1.5A,"$59,800","$16,420 /yr",21-Jun-2017,"1,496 cc","74,000 km",SUV
BMW 2 Series 216i Gran Tourer Luxury,"$140,800","$18,100 /yr",14-Aug-2020,"1,499 cc","35,200 km",MPV
Porsche Panamera 4S 4.8A PDK (COE till 05/2031),"$150,888","$20,290 /yr",02-Jun-2011,"4,806 cc","110,000 km",Sports
BMW 5 Series 523i (COE till 06/2026),"$29,800","$11,840 /yr",22-Dec-2006,"2,497 cc",-,Luxury
Toyota Noah Hybrid 1.8A X,"$126,888","$23,910 /yr",30-Aug-2018,"1,797 cc","53,217 km",MPV
Porsche Boxster S 3.2A Tip (COE till 04/2029),"$85,800","$16,030 /yr",02-Mar-2001,"3,179 cc","148,500 km",Sports
Audi A6 2.0A TFSI MU (COE till 08/2028),"$53,800","$11,500 /yr",28-Aug-2008,"1,984 cc",-,Luxury
Suzuki Jimny Sierra 1.5A JC,"$142,800","$19,680 /yr",26-Oct-2020,"1,460 cc","39,700 km",SUV
BMW i4 Gran Coupe Electric M50,"$351,800","$35,390 /yr",29-Dec-2022,-,"11,800 km",Luxury
Chevrolet Cruze Station Wagon 1.4A Turbo,"$31,700","$12,610 /yr",02-Nov-2015,"1,362 cc","110,917 km",Stationwagon
Toyota Dyna 150 2.8M,"$106,800","$13,790 /yr",21-Sep-2021,"2,755 cc","35,483 km",Truck
BMW X3 sDrive20i Sunroof (New 10-yr COE),"$188,800","$18,860 /yr",29-Aug-2014,"1,997 cc",-,SUV
Lexus NX Turbo NX300 Executive,"$146,888","$23,100 /yr",10-Apr-2019,"1,998 cc","84,321 km",SUV
